date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:51:30	35397/35397	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jan%202024%2009:51:30%20GMT	https://www.vliruos.be/en/news_events/job_alert_we_are_looking_for_an_experienced_finance_coordinator/3418	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/en/news_events/job_alert_we_are_looking_for_an_experienced_finance_coordinator/3418.html	(from https://www.vliruos.be/en/home/1)
10:51:31	228726/228726	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:31%20GMT	https://cdn.vliruos.be/vliruos/490x275/IMG_0069.jpeg	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/490x275/IMG_0069.jpeg	(from https://www.vliruos.be/en/home/1)
10:51:31	30895/30895	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jan%202024%2009:51:31%20GMT	https://www.vliruos.be/en/news_events/community_talk_20_december_at_11_am_primafamed/3461	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/en/news_events/community_talk_20_december_at_11_am_primafamed/3461.html	(from https://www.vliruos.be/en/home/1)
10:51:31	291870/291870	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:31%20GMT	https://cdn.vliruos.be/vliruos/490x275/foto%20website.jpg	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/490x275/foto%20website.jpg	(from https://www.vliruos.be/en/home/1)
10:51:31	30788/30788	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jan%202024%2009:51:31%20GMT	https://www.vliruos.be/en/news_events/our_itp_2024_call_is_open/3367	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/en/news_events/our_itp_2024_call_is_open/3367.html	(from https://www.vliruos.be/en/home/1)
10:51:32	280460/280460	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:32%20GMT	https://cdn.vliruos.be/vliruos/490x275/ITP%20call%20foto.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/490x275/ITP%20call%20foto.png	(from https://www.vliruos.be/en/home/1)
10:51:32	136384/136384	---M--	200	added ('OK')	image/png	etag:%22214c0-566e7b082c6f1%22	https://www.vliruos.be/pictures/map.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/pictures/map.png	(from https://www.vliruos.be/en/home/1)
10:51:32	30581/30581	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jan%202024%2009:51:32%20GMT	https://www.vliruos.be/en/stories/nguyen_thi_thanh_huong/1517	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/en/stories/nguyen_thi_thanh_huong/1517.html	(from https://www.vliruos.be/en/home/1)
10:51:32	27774/27774	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:32%20GMT	https://cdn.vliruos.be/vliruos/original_cropped(40).png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/original_cropped(40).png	(from https://www.vliruos.be/en/home/1)
10:51:32	27542/27542	---M--	200	added ('OK')	image/png	etag:%226b96-566e7b081ffcb%22	https://www.vliruos.be/pictures/bdc.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/pictures/bdc.png	(from https://www.vliruos.be/en/home/1)
10:51:33	26599/26599	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jan%202024%2009:51:33%20GMT	https://www.vliruos.be/en/privacy_policy/1231	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/en/privacy_policy/1231.html	(from https://www.vliruos.be/en/home/1)
10:51:33	86709/86709	---M--	200	added ('OK')	application/javascript	etag:%22152b5-566e7b0817300%22	https://www.vliruos.be/js/jquery/jquery-3.1.1.min.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/jquery/jquery-3.1.1.min.js	(from https://www.vliruos.be/en/home/1)
10:51:33	17876/17876	---M--	200	added ('OK')	application/javascript	etag:%2245d4-59d487d831853%22	https://www.vliruos.be/js/lity.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/lity.js	(from https://www.vliruos.be/en/home/1)
10:51:33	114406/114406	---M--	200	added ('OK')	application/javascript	etag:%221bee6-566e7b081adae%22	https://www.vliruos.be/js/swiper.min.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/swiper.min.js	(from https://www.vliruos.be/en/home/1)
10:51:34	10258/10258	---M--	200	added ('OK')	application/javascript	etag:%222812-5ab924457cf22%22	https://www.vliruos.be/js/jquery.sticky.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/jquery.sticky.js	(from https://www.vliruos.be/en/home/1)
10:51:34	76272/76272	---M--	200	added ('OK')	application/javascript	etag:%22129f0-566e7b0818a5b%22	https://www.vliruos.be/js/select2.full.min.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/select2.full.min.js	(from https://www.vliruos.be/en/home/1)
10:51:34	17293/17293	---M--	200	added ('OK')	application/javascript	etag:%22438d-566e7b080f5bc%22	https://www.vliruos.be/js/ScrollMagic.min.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/ScrollMagic.min.js	(from https://www.vliruos.be/en/home/1)
10:51:34	3399/3399	---M--	200	added ('OK')	application/javascript	etag:%22d47-566e7b080fdfa%22	https://www.vliruos.be/js/ScrollToPlugin.min.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/ScrollToPlugin.min.js	(from https://www.vliruos.be/en/home/1)
10:51:34	112880/112880	---M--	200	added ('OK')	application/javascript	etag:%221b8f0-566e7b0811903%22	https://www.vliruos.be/js/TweenMax.min.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/TweenMax.min.js	(from https://www.vliruos.be/en/home/1)
10:51:35	16179/16179	---M--	200	added ('OK')	application/javascript	etag:%223f33-5db43fd7675e5%22	https://www.vliruos.be/js/Webdoosmaster.js	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/www.vliruos.be/js/Webdoosmaster.js	(from https://www.vliruos.be/en/home/1)
10:51:35	8704/8704	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:35%20GMT	https://cdn.vliruos.be/vliruos/150x0/ead9921ee1b00cd02f342d108af44f38.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/ead9921ee1b00cd02f342d108af44f38.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:35	2831248/2831248	---M--	200	added ('OK')	image/png	etag:%22845edb8ef1b165eb913e36ebccfff202%22	https://cdn.webdoos.io/vliruos/Collage%20BUOS%2023-24.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.webdoos.io/vliruos/Collage%20BUOS%2023-24.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:36	7967/7967	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:36%20GMT	https://cdn.vliruos.be/vliruos/150x0/626442768b821f6000bb8742f92b02a5.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/626442768b821f6000bb8742f92b02a5.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:36	4589/4589	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:36%20GMT	https://cdn.vliruos.be/vliruos/150x0/f48e290877cf3add12d5b9a228abb5d0.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/f48e290877cf3add12d5b9a228abb5d0.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:36	4774/4774	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:36%20GMT	https://cdn.vliruos.be/vliruos/150x0/42619018bfbd72aa54f674df47a64ee7.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/42619018bfbd72aa54f674df47a64ee7.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:36	6842/6842	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:36%20GMT	https://cdn.vliruos.be/vliruos/150x0/8517435354112540406646a0489c9383.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/8517435354112540406646a0489c9383.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:37	3595/3595	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:37%20GMT	https://cdn.vliruos.be/vliruos/150x0/139d14562f2b0e71c8fd5f57a3cb6f20.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/139d14562f2b0e71c8fd5f57a3cb6f20.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:37	7490/7490	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:37%20GMT	https://cdn.vliruos.be/vliruos/150x0/ef55d0f5f587092f21091ecbd13ad179.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/ef55d0f5f587092f21091ecbd13ad179.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:37	9128/9128	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:37%20GMT	https://cdn.vliruos.be/vliruos/150x0/ffe136b3fdea0eb3923f38b2b8d29417.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/ffe136b3fdea0eb3923f38b2b8d29417.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:37	5298/5298	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:37%20GMT	https://cdn.vliruos.be/vliruos/150x0/b396e74867cc59aa96fd47f392cf79ee.jpg	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/b396e74867cc59aa96fd47f392cf79ee.jpg	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:37	5219/5219	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:37%20GMT	https://cdn.vliruos.be/vliruos/150x0/e98c935cbfed14fbc183e71d419bbd9e.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/e98c935cbfed14fbc183e71d419bbd9e.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:38	6366/6366	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:38%20GMT	https://cdn.vliruos.be/vliruos/150x0/37450623d8849e4ac87bf43cef08b8b6.jpg	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/150x0/37450623d8849e4ac87bf43cef08b8b6.jpg	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:38	157614/157614	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:38%20GMT	https://cdn.vliruos.be/vliruos/original_cropped(86).png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/original_cropped(86).png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:38	156632/156632	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:38%20GMT	https://cdn.vliruos.be/vliruos/original_cropped(85).png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/original_cropped(85).png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:38	175008/175008	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:38%20GMT	https://cdn.vliruos.be/vliruos/400x543/jaarverslag2020.jpg	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/400x543/jaarverslag2020.jpg	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:38	19100/19100	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:38%20GMT	https://cdn.vliruos.be/vliruos/original_cropped(7).png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/original_cropped(7).png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:38	44781/44781	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:39%20GMT	https://cdn.vliruos.be/vliruos/76492914e4c5f89f8330d921025accea.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/76492914e4c5f89f8330d921025accea.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:39	117652/117652	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:39%20GMT	https://cdn.vliruos.be/vliruos/400x543/7e0d3df542557e849111a8ff8c2189cd.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/400x543/7e0d3df542557e849111a8ff8c2189cd.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:39	163555/163555	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:39%20GMT	https://cdn.vliruos.be/vliruos/6e7a021573783edf4bc7e8ad97bc5f62.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/6e7a021573783edf4bc7e8ad97bc5f62.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:39	361901/361901	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:39%20GMT	https://cdn.vliruos.be/vliruos/ae93237210c64e0599d008934da179a1.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/ae93237210c64e0599d008934da179a1.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
10:51:39	443133/443133	---MC-	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Jan%202024%2009:51:40%20GMT	https://cdn.vliruos.be/vliruos/0fd4e2797da9d2a337b9b0cfd53e10c4.png	C:/Users/JanynLumanglas/OneDrive%20-%20VLIR-UOS/Bureaublad/4.%20Offline%20Website%20Backup%20(web%20version%20ao%2025%20Jan%202024)/cdn.vliruos.be/vliruos/0fd4e2797da9d2a337b9b0cfd53e10c4.png	(from https://www.vliruos.be/en/about_vlir_uos/2)
